Record,Field,User,Datetime,Comment
299,ve_child_em,stodd046,"2025-08-11 17:23:41","Did the following math to put into a 2x2 table and calculate simple VE: 
Vax(+) = 6334, Vax(-)=9733
UnVax(+) = 38865, UnVax(-)=36477"
299,ve_child_em_adj,stodd046,"2025-08-11 17:08:15","Unadjusted IVE for 7-17 yr: 40.5 (37.1-43.7)
Adjusted IVE for 6 mo - 6 yr: 45.8 (42.6-48.9)

Unadjusted IVE for 6 mo - 6 yr: 35.3 (32.3-38.2)
Adjusted IVE for 7-17 yr: 38.6 (35.7-41.5)"
299,ve_child_em_adj,stodd046,"2025-08-11 17:24:33","Did not calculate CI for our combined age group VE"
299,ve_child_vax_n,stodd046,"2025-08-11 14:12:45","(Table 2) Added 6 mo - 6 yr  test-positive groups (unvaxxed and vaxxed) with 7-17 yr test-positive groups"
300,nos_coh_1,flemi644,"2025-09-03 11:49:53","Recruitment emphasized nursing homes and tertiary-care staff; participation was voluntary via an online, publicly accessible survey. analytic sample excluded respondents without headaches."
300,nos_coh_2,flemi644,"2025-09-03 11:51:01","no respondents without headaches. "
300,nos_coh_4,flemi644,"2025-09-03 11:57:18","post-vac headache already present at time of survey for all respondents."
300,nos_coh_5,flemi644,"2025-09-03 11:58:51","t-tests for non-missing data only. no real control efforts."
300,nos_coh_7,flemi644,"2025-09-03 11:59:09","single questionnaire, no follow-up."
300,rob_screen1,flemi644,"2025-09-03 11:46:46","Compared to other vaccine types."
300,rob_screen2,flemi644,"2025-09-03 11:47:44","descriptive comparisons using T test/anova, but no multivariable adjustment reported."
301,domain_ae_include_list,emeyerowit.montefiore.org,"2025-08-10 17:12:25","VTE occurred within 90 days in 1,498 (0.11%) of the total 1,353,993 vaccinations, including 882 (0.10%) in the COVID-19 vaccination cohort and 616 (0.14%) in the influenza vaccination cohort. The rates of VTE in the three different types of COVID-19 vaccine cohorts were similar, specifically 0.09% with Pfizer, 0.11% with Moderna, and 0.08% with Janssen"
302,population_disagg,abersm.gmail.com,"2025-08-04 13:24:51","In supplement"
302,virus,abersm.gmail.com,"2025-08-04 13:22:33","Data for COVID-19 vaccine are not disaggregated by vaccine type"
303,date_start_month,abersm.gmail.com,"2025-08-04 13:29:51","Month not explicitly stated but implied based on vaccine availability."
304,ae_outcome1_otherinfo_yn,emeyerowit.montefiore.org,"2025-08-10 17:20:17","Info on presentation"
304,ae_outcome1_vax_y,emeyerowit.montefiore.org,"2025-08-10 17:21:13","8 cases of TTS = thrombosis with thrombocytopenia syndrome, of whom 3 had CVST"
306,ve_vax1_other,emeyerowit.montefiore.org,"2025-08-11 10:32:37","""About half of the 
patients were vaccinated against COVID-19 (49.2%), 
mainly with one dose (26.9%)."""
307,nos_cc_4,ulric063,"2025-09-25 22:08:26","Updating to 'no history of disease' to align with guidance"
309,rob_outcome_epi,joseph.ladines-lim.pennmedicine.upenn.edu,"2025-09-04 23:25:46","also mortality and vaccination rates"
314,rob_outcome_ve,joseph.ladines-lim.pennmedicine.upenn.edu,"2025-09-05 10:11:38","long COVID"
314,ve_outcome_prime_txt,emeyerowit.montefiore.org,"2025-08-11 11:11:38","""Vaccination prior to first SARS-CoV-2 infection was associated with better physical and mental health outcomes. This builds upon existing observational research demonstrating a potential benefit to vaccination prior to
SARS-CoV-2.34 Subsequently, we observed markedly better physical and mental health among those receiving multiple boosters compared with no vaccination or only
a primary vaccination series before SARS-CoV-2 infection. This supports a key protective effect of vaccination, which is more pronounced among those receiving booster vaccinations"""
317,nos_coh_1,moat0011,"2025-09-10 15:15:03","database covers more than 99% of French residents, upgraded to ""truly representative"""
318,rob_outcome_epi,joseph.ladines-lim.pennmedicine.upenn.edu,"2025-09-05 14:29:47","neurologic long COVID symptoms"
321,domain_ae_include_vax,moat0011,"2025-08-12 11:10:28","BBIBP-CorV-Sinopharm 
CoronaVac-Sinovac 
BNT162b2 (Pfizer-BioNTech) 
mRNA-1273 (Moderna) 
Gam-COVID-Vac (Sputnik V) 
JNJ-78436735 ( Johnson & Johnson) 
ChAdOx1 (Oxford AstraZeneca) 
Unknown"
321,population,emeyerowit.montefiore.org,"2025-08-11 11:35:55","Not specified whether children were included"
327,nos_coh_1,stodd046,"2025-09-04 08:47:43","All the subjects were recruited after the application of their first dose at the Hospital de la Sociedad Española de Beneficencia, Pachuca, Hidalgo, México"
327,nos_coh_4,stodd046,"2025-09-04 08:49:18","It's reasonable to assume that participants did not have the covid vax before enrollment because they just became available, but authors did not explain this."
327,nos_coh_7,stodd046,"2025-09-04 08:50:26","6 months after each dose"
327,rob_type,stodd046,"2025-09-04 08:58:21","Authors call their participants a ""cohort"" but they use the same participants before vaccination as controls for the outcome, leading me to believe this is actually a self-controlled case series"
329,domain_ae_include_vax,moat0011,"2025-08-12 11:07:06","Pfizer, Moderna, AZ"
330,population,emeyerowit.montefiore.org,"2025-08-11 20:23:38","Does not specifically state, assume all ages"
330,rob_domain_aensi_other,stodd046,"2025-09-04 09:36:46","including retinal artery occlusion (RAO), retinal vein occlusion (RVO), noninfectious uveitis (NIU), noninfectious scleritis (NIS), optic neuritis (ON), ischemic optic neuropathy (ION), and ocular motor cranial nerve palsy (OMCNP)"
331,nos_xs_1,ejholmes,"2025-09-05 09:56:45","WHO multi-country, different methods across countries on reporting requirements, mostly voluntary"
331,nos_xs_2,ejholmes,"2025-09-05 09:56:57","Large sample"
331,nos_xs_3,ejholmes,"2025-09-05 09:58:09","Researchers make attempts to weed out unrelated reports, but still significant opportunities for misclassification without ability to verify with a health record uniformly"
331,population,emeyerowit.montefiore.org,"2025-08-11 20:26:10","Assume all ages"
331,rob_type,ejholmes,"2025-09-05 09:55:29","Compares rates over time, but no concurrent data points on individuals, exposure/outcome assessed simultaneously"
332,nos_coh_1,calba1.mgh.harvard.edu,"2025-09-12 10:22:53","Representative group was eligible but ultimately only 37% completed survey - classifying as self-selected group/volunteers. JLL agreed with change."
332,rob_outcome_ve,joseph.ladines-lim.pennmedicine.upenn.edu,"2025-09-05 14:46:34","post-COVID-19 condition -- ""26 physical, mental, and cognitive symptoms
that emerged during or after the first SARS-COV-2 infection"""
332,rob_outcome_ve,calba1.mgh.harvard.edu,"2025-09-12 10:05:46","Referred to as ""post-COVID-19 condition"" which was defined as specific sx persisting for >2 months after infection onset."
332,ve_overall_em_adj,emeyerowit.montefiore.org,"2025-08-11 20:34:13","Table 4"
332,ve_overall_vax_n,emeyerowit.montefiore.org,"2025-08-11 20:34:03","Table 1"
333,nos_xs_1,ejholmes,"2025-09-05 10:05:21","Med students at one institution; convenience sample"
333,nos_xs_2,ejholmes,"2025-09-05 10:05:48","Justified with sample size calc, but very small"
333,nos_xs_3,ejholmes,"2025-09-05 10:06:00",Self-report
335,ae_outcome1_em_ci_4,emeyerowit.montefiore.org,"2025-08-14 11:55:05","supplementary table 24 - BNT boost of any primary series"
335,ae_outcome1_em_ci_v2,emeyerowit.montefiore.org,"2025-08-13 19:59:35","aHR for myocarditis only - may need to sum myocarditis and pericarditis"
335,ae_outcome1_em_type,emeyerowit.montefiore.org,"2025-08-13 09:52:58","Age and sex adjusted hazard ratio for week 1 after either second or booster dose"
335,ae_outcome1_em_type,emeyerowit.montefiore.org,"2025-08-14 11:53:31","supplementary table 24 - BNT booster after any primary series"
335,ae_outcome1_em_type_2,emeyerowit.montefiore.org,"2025-08-13 09:54:22","adjusted hazard ratio for BNT162b2 boost of any primary series at 1 week from booster dose"
335,ae_outcome1_em_type_2_v2,emeyerowit.montefiore.org,"2025-08-13 10:08:39","Used supplementary table 23 - booster with mRNA-1273 after any primary course adjusted hazard ratio"
335,ae_outcome1_em_type_3,emeyerowit.montefiore.org,"2025-08-13 09:54:55","adjusted hazard ratio as above"
335,ae_outcome1_em_type_3_v2,emeyerowit.montefiore.org,"2025-08-13 10:02:26","Age and sex adjusted HR, for week 1 after vaccine"
335,ae_outcome1_em_type_4,emeyerowit.montefiore.org,"2025-08-14 11:55:12","age and sex adjusted HR"
335,ae_outcome1_em_type_4_v2,emeyerowit.montefiore.org,"2025-08-13 10:09:58","Age and sex adjusted HR, using supplementary table 23 as above"
335,ae_outcome1_em_type_5,emeyerowit.montefiore.org,"2025-08-13 09:56:30","adjusted hazard ratio"
335,ae_outcome1_em_type_5_v2,emeyerowit.montefiore.org,"2025-08-13 10:03:24","age and sex adjusted HR, for weeks 0-4 after second dose"
335,ae_outcome1_em_type_6,emeyerowit.montefiore.org,"2025-08-13 09:57:11","adjusted hazard ratio, supplementary table 24"
335,ae_outcome1_em_type_6_v2,emeyerowit.montefiore.org,"2025-08-13 10:10:32","Age and sex adjusted"
335,ae_outcome1_em_type_6_v2,emeyerowit.montefiore.org,"2025-08-14 11:51:42","Supplementary table 23 as above"
335,ae_outcome1_em_type_7,emeyerowit.montefiore.org,"2025-08-13 09:58:13","adjusted hazard ratio"
335,ae_outcome1_em_type_8,emeyerowit.montefiore.org,"2025-08-13 09:57:41","adjusted hazard ratio"
335,ae_outcome1_em_type_8,emeyerowit.montefiore.org,"2025-08-14 11:56:03","supplementary table 24"
335,ae_outcome1_em_type_8_v2,emeyerowit.montefiore.org,"2025-08-13 10:11:10","age and sex adjusted"
335,ae_outcome1_em_type_8_v2,emeyerowit.montefiore.org,"2025-08-14 11:53:00","supplementary table 23 as above"
335,ae_outcome1_em_type_v2,emeyerowit.montefiore.org,"2025-08-13 10:00:48","adjusted, - just reporting value for myocarditis here. May need to calculate myocarditis + pericarditis as composite outcome, supplementary table 13"
335,ae_outcome1_em_value,emeyerowit.montefiore.org,"2025-08-13 18:12:11","for ""myocarditis"" only - may need to calculate composite of ""myocarditis"" + ""pericarditis"""
335,ae_outcome1_em_value_2,emeyerowit.montefiore.org,"2025-08-13 18:12:23","for ""myocarditis"" only - may need to calculate composite of ""myocarditis"" + ""pericarditis"""
335,ae_outcome1_em_value_2,emeyerowit.montefiore.org,"2025-08-14 11:54:29","supplementary table 24 - BNT booster after any primary series"
335,ae_outcome1_em_value_2_v2,emeyerowit.montefiore.org,"2025-08-13 10:08:59","Weeks 0-4 after booster"
335,ae_outcome1_em_value_2_v2,emeyerowit.montefiore.org,"2025-08-13 10:09:25","just reporting myocarditis, may need to use composite of myocarditis + pericarditis"
335,ae_outcome1_em_value_3,emeyerowit.montefiore.org,"2025-08-13 09:55:50","Supplementary Table 12"
335,ae_outcome1_em_value_4_v2,emeyerowit.montefiore.org,"2025-08-13 10:10:16","Risk at 1 week after booster"
335,ae_outcome1_em_value_6_v2,emeyerowit.montefiore.org,"2025-08-13 10:10:56","week 1 after booster"
335,ae_outcome1_em_value_7_v2,emeyerowit.montefiore.org,"2025-08-13 10:04:37","unable to run model"
335,ae_outcome1_em_value_8_v2,emeyerowit.montefiore.org,"2025-08-13 10:11:16","weeks 0-4 after booster"
335,ae_outcome1_em_value_v2,emeyerowit.montefiore.org,"2025-08-13 10:01:27","Collapsed time period for weeks 0-4 after second dose"
335,ae_outcome1_unvax_y_2,emeyerowit.montefiore.org,"2025-08-13 10:24:18","I don't think we have this number for booster cohort"
335,ae_outcome1_unvax_y_2_v2,emeyerowit.montefiore.org,"2025-08-13 10:21:15","I don't think we have this number for the booster cohort"
335,ae_outcome1_unvax_y_3_v2,emeyerowit.montefiore.org,"2025-08-13 10:22:18","supplmentary table 4 - ""no vaccine"""
335,ae_outcome1_unvax_y_4_v2,emeyerowit.montefiore.org,"2025-08-13 10:22:52","I don't think this number is available in the data provided"
335,ae_outcome1_unvax_y_v2,emeyerowit.montefiore.org,"2025-08-13 10:18:46","supplementary table 4 - ""no vaccine"""
335,ae_outcome1_unvax_y_v2,emeyerowit.montefiore.org,"2025-08-13 19:59:10","sum myocarditis + pericarditis"
335,ae_outcome1_vax_n,emeyerowit.montefiore.org,"2025-08-13 09:50:05","Used total n from supplementary tables 1 and 2"
335,ae_outcome1_vax_y_v2,emeyerowit.montefiore.org,"2025-08-13 10:17:50","summing doses 1+2 totals at bottom of supplementary table 4"
335,nos_coh_1,ejholmes,"2025-09-05 10:17:53","Large, natl datasetl may overrepresnt LTC; may not capture events that don't require medical encounter"
335,nos_coh_8,ejholmes,"2025-09-05 10:24:51","No statement, but nature of dataset leads to few potential LTFU"
336,nos_coh_score,calba1.mgh.harvard.edu,"2025-09-12 10:56:49","I believe this was not complete follow-up but remains >80% (415/500 not refused, LTFU, or deviated from protocol). Since this has no effect on score, leaving as is."
338,ae_incidence_yn_v2,emeyerowit.montefiore.org,"2025-08-12 20:28:12","SAE8 in Table S12 - man in his 20s, symptoms started 4 days after second dose, 2 doses were spaced 1 month apart"
338,design,emeyerowit.montefiore.org,"2025-08-12 20:22:38","28 days after last administration of October 26, 2021"
338,nos_coh_1,ejholmes,"2025-09-05 11:36:29","Very large national sample; mRNA vaccines rely more heavily on subpops (HCWs, essential workers)"
338,nos_coh_2,ejholmes,"2025-09-05 11:45:51","Descriptive within each cohort, but comparison between vaccines limited due to sample source"
338,nos_coh_5,ejholmes,"2025-09-05 11:42:50","Attempts to control for numerous factors; however, populations of each cohort aren't entirely comparable (noted as limitation by researchers)"
338,nos_coh_6,ejholmes,"2025-09-05 11:40:55","Structured diary; given axillary thermometer"
338,nos_coh_8,ejholmes,"2025-09-05 11:44:26","only 3 ppts LTFU"
338,rob_outcome_ae,ejholmes,"2025-09-05 11:33:07","Primarily assessed reactogenicity"
338,rob_screen1,ejholmes,"2025-09-05 11:39:47","Comparisons between vaccine type and SEs; no unvaccinated comparison"
339,date_start_year,abersm.gmail.com,"2025-08-03 17:23:26","Specifically for COVID-19 vaccination subgroup"
343,domain_ae_include_list,scottja.stanford.edu,"2025-08-11 23:41:45","This French pharmacovigilance study and nationwide survey found a reporting rate (RR) for new-onset polymyalgia rheumatica (PMR) of 7.1 cases per 1,000,000 vaccinated persons aged >50 (179 cases total). The RR for giant cell arteritis (GCA) was 2.1 cases per 1,000,000 persons (54 cases total). The median time from vaccination to symptom onset was 10 days for PMR and 7 days for GCA."
343,domain_ae_include_vax,moat0011,"2025-08-15 11:43:17","Also AZ"
343,population,moat0011,"2025-08-15 11:44:13",52-94
344,domain_ae_include_vax,moat0011,"2025-08-07 11:41:00","Ad26.RSV.preF/RSV preF protein vaccine; not approved for use in the US"
346,ae_comparator1_other,emeyerowit.montefiore.org,"2025-08-13 20:30:57","Study uses reporting odds ratio (ROR): ""OR was calculated using the following formula: ROR = (a/b)/(c/d), where ""a"" represents the number of reports for a certain adverse drug reaction, ""b"" is the number of reports for all other ADRs with a specific drug, ""c"" is the number of all reports for certain 
ADRs not related to a specific drug, and ""d"" is the number of all reports not related to both specific ADRs and drugs."""
346,ae_incidence_yn,emeyerowit.montefiore.org,"2025-08-13 20:32:54","Influenza vaccines had the highest association with GBS (ROR, 77.91 [95% CI, 75.30-80.62]"
346,rob_screen1,ejholmes,"2025-09-12 15:02:51","ROR for pharmacovigilance"
351,ve_overall_vax_n,emeyerowit.montefiore.org,"2025-08-13 20:52:09","those who received 4 vaccines"
351,ve_overall_vax_n_2,emeyerowit.montefiore.org,"2025-08-13 20:53:58","those who received 4 (reference group), table 4"
352,ae_outcome_5,emeyerowit.montefiore.org,"2025-08-07 20:31:22","NOT STRICTLY MI"
352,rob_outcome_ae,joseph.ladines-lim.pennmedicine.upenn.edu,"2025-09-05 14:56:13","also: placental abruption; also: gestational hypertensive disorders, gestational diabetes, hemorrhage (ante-,intra-, and postpartum), preterm premature rupture of membranes, chorioamnionitis, deep vein thrombosis, maternal cardiovascular or neonatal outcomes"
355,domain_ae_include_vax,moat0011,"2025-08-07 12:17:12","MVA-BN-RSV vaccine"
357,nos_coh_2,moat0011,"2025-09-11 11:55:23","Sera from age and sex matched health care workers (HW) of nursing
homes, collected in the context of the COV-RISK study, carried out by
the Institute for Research in Biomedicine and the Universit`a della
Svizzera Italiana, were used as healthy controls."
357,nos_coh_4,ulric063,"2025-09-21 18:03:24","Serum samples for exposed and unexposed not consistent time periods: Pre-vaccination sample, as close as possible to the vaccination date for exposed; taken within 3 months before vaccination for unexposed"
357,nos_coh_5,ulric063,"2025-09-21 21:54:31","Sera from age and sex matched health care workers (HW) of nursing homes used as healthy controls, but Table 1 shows imbalances in age, sex, vaccine type;"
359,nos_coh_1,nebasta,"2025-09-05 16:27:11","people undergoing surgery diagnosed with COVID-19 in the 30 days before"
359,nos_coh_2,nebasta,"2025-09-05 16:29:19","Because the cohort is defined as COVID-19 infected people undergoing surgery, then subset by vaccination status, it's not really a vaccinated and unvaccinated cohort. Regardless, we can't say which source the vaccinated vs unvaccinated were drawn from"
359,nos_coh_5,nebasta,"2025-09-05 16:31:45","Based on the study design and our interest in covid-19 vaccination, the study does not adequately control for the reasons one would have/would not have gotten vaccinated which certainly could be associated with the outcome of interest"
359,nos_coh_7,nebasta,"2025-09-05 16:33:00","I marked ""no"" because based on this design, the follow up is too long - we don't know the timing of vaccination prior to COVID-19 diagnosis and/or prior to surgery. Outcomes occurred 30/90/etc days after surgery"
359,rob_outcome_other,nebasta,"2025-09-05 16:17:00","COVID-Myocarditis was chosen in the data extraction phase, but this is not mentioned in the article. The ORs reported in the data extraction phase are for myocardial infarction only."
370,date_end_year,stodd046,"2025-08-15 16:03:17","study end date"
370,nos_coh_5,and05081,"2025-09-04 13:16:52","Did not control for important characteristics of uveitis (time since initial diagnosis, frequency of recurrence, severity, treatment status, etc.)"
373,nos_cc_8,ejholmes,"2025-08-29 15:21:44","Non-response not really an option given cohort/medical abstraction"
373,rob_outcome_ae,ejholmes,"2025-08-29 15:10:09","multiple AESIs of pregnancy (pre-term, LBW, maternal hospitalization)"
373,rob_type,ejholmes,"2025-08-29 15:15:06","Matched case-control study nested in a retrospective cohort"
375,ve_adult_vax_n,stodd046,"2025-08-21 15:12:43","""Within those in a clinical risk group aged 18-64 years"""
377,nos_cc_4,ulric063,"2025-09-25 22:10:18","Updating to 'no history of disease' to align with guidance"
378,domain_ae_include_vax,stodd046,"2025-08-21 14:16:18","Other: ChAdOx1"
378,population_disagg,stodd046,"2025-08-21 14:17:55","18-29, 30-39, 40-49, 50-59, 60-69, 70-79, 80+"
380,nos_xs_1,nebasta,"2025-09-05 17:00:26","The target population is people with Noninfectious Uveitis because the outcome is ""recurrence"""
382,nos_cc_4,ulric063,"2025-09-25 22:12:04","Updating to 'no history of disease' to align with guidance"
383,rob_screen1,nebasta,"2025-09-05 17:07:34","The WHO pharmacovigilance database has no comparator group. It is only reports of potential AEs. The comparison of AEs between vaccines reported in this article is an inappropriate use of this database, as noted on the database website: https://www.vigiaccess.org/"
385,domain_ae_include_vax,moat0011,"2025-08-21 10:28:14","Also AZ and Novavax"
385,rob_screen1,nebasta,"2025-09-06 15:06:25","Would consider these EudraVigilance/VAERS/other AE-case report-only database analyses not to have a comparator group because there is no [valid] comparator group, even if they compare between two vaccines within the AE database. 
It could also be valid to choose ""yes"" to comparison group, to list study type  as ""case series with comparator group"" and fill in cross-sectional checklist. Both paths lead to the same high risk of bias assessment."
387,nos_coh_1,nebasta,"2025-09-01 18:58:19","Only those who chose to get vaccinated were included in the retrospective analysis"
387,nos_coh_2,nebasta,"2025-09-01 18:59:03","The comparison cohort is those who received a different vaccine type. There is no ""non-exposed"" group. All were vaccinated in this study"
387,rob_screen1,nebasta,"2025-09-01 18:55:20","Descriptive retrospective analysis among vaccinated individuals, comparison group-AEs by vaccine type"
388,ae_outcome,stodd046,"2025-08-21 15:48:40","""Apart from the expected AEs, the following serious unexpected AEs were reported within 6 weeks of vaccination: 1 cerebral sinus thrombosis"
390,nos_xs_2,stodd046,"2025-09-05 12:17:06","not justified and dont report any stats on differences between groups"
392,rob_screen1,nebasta,"2025-09-06 15:10:39","Would consider these Vigibase/EudraVigilance/VAERS/other AE-case report-only database analyses not to have a comparator group because there is no [valid] comparator group, even if they compare between two vaccines within the AE database. 
It could also be valid to choose ""yes"" to comparison group, to list study type  as ""case series with comparator group"" and fill in cross-sectional checklist. Both paths lead to the same high risk of bias assessment."
394,nos_xs_2,stodd046,"2025-09-05 12:22:46","very large dataset"
394,nos_xs_3,stodd046,"2025-09-05 12:25:07","Given the heterogeneity of this large system, there are probably several measurement tools/classifications across the 156 contributing countries"
396,nos_xs_3,stodd046,"2025-09-05 12:33:08","No single measurement tool for outcome assessment described other than ""individual case safety reports"""
398,ve_adult_em_adj,stodd046,"2025-08-21 14:00:44","50-64 year old"
399,ve_adult_vax_n,emeyerowit.montefiore.org,"2025-08-13 21:08:32","ages 3-9 years"
399,ve_adult_vax_n_2,emeyerowit.montefiore.org,"2025-08-13 21:11:52","60-69 years"
399,ve_child_vax_n,emeyerowit.montefiore.org,"2025-08-13 21:07:52","6 months to 2 years"
399,ve_child_vax_n_2,emeyerowit.montefiore.org,"2025-08-13 21:11:01","18-59 years"
399,ve_elder_vax_n,emeyerowit.montefiore.org,"2025-08-13 21:09:13","ages 10-17 years"
399,ve_elder_vax_n_2,emeyerowit.montefiore.org,"2025-08-13 21:12:22","70+ years"
400,domain_ae_include_list,stodd046,"2025-08-21 14:04:59","self-reported reactogenicity reports in Table 2"
400,nos_coh_8,ulric063,"2025-09-21 16:11:08","Response rate of 51%"
400,population,emeyerowit.montefiore.org,"2025-08-13 21:15:51","Not specified whether children were included"
401,ae_incidence_yn,stodd046,"2025-08-12 13:32:52","The authors report the number of events and the relative incidence of GBS in 1-42 days of exposure (Figure 1)."
401,ae_incidence_yn,stodd046,"2025-08-12 13:35:22","Dose 1: 93 events, RI=1.1 (0.91,1.4)
Dose 2: 107 events, RI=1.0 (0.83,1.3) 
Dose 3: 78 events, RI= 0.92 (0.70,1.2)"
401,ae_incidence_yn_v2,stodd046,"2025-08-12 13:38:21","Dose 1: 14 events, RI=1.2 (0.68,2.1)
Dose 2: 25 events, RI=1.3 (0.84,2.0)
Dose 3: 35 events, RI= 0.98 (0.64,1.5)"
401,ae_incidence_yn_v3,stodd046,"2025-08-12 13:39:20","Dose 1: 10 events, RI=2.4 (1.2,5.0)*"
402,ae_outcome,emeyerowit.montefiore.org,"2025-08-14 17:13:56","Risk following dose 1"
402,ae_outcome1_describe_4,emeyerowit.montefiore.org,"2025-08-14 20:41:56","supplementary table 2"
402,ae_outcome1_em_type,emeyerowit.montefiore.org,"2025-08-14 17:16:06","Adjusted odds ratio"
402,ae_outcome1_em_type_2,emeyerowit.montefiore.org,"2025-08-14 20:08:55",adjusted
402,ae_outcome1_em_type_2_v2,emeyerowit.montefiore.org,"2025-08-14 20:27:32",adjusted
402,ae_outcome1_em_type_3,emeyerowit.montefiore.org,"2025-08-14 20:15:32",adjusted
402,ae_outcome1_em_type_3_v2,emeyerowit.montefiore.org,"2025-08-14 20:35:49","adjusted odds ratio"
402,ae_outcome1_em_type_4,emeyerowit.montefiore.org,"2025-08-14 20:42:56",adjusted
402,ae_outcome1_em_type_4_v2,emeyerowit.montefiore.org,"2025-08-14 20:48:50",adjusted
402,ae_outcome1_em_type_5_v2,emeyerowit.montefiore.org,"2025-08-14 20:49:55",adjusted
402,ae_outcome1_em_type_6,emeyerowit.montefiore.org,"2025-08-14 20:21:04",adjusted
402,ae_outcome1_em_type_6_v2,emeyerowit.montefiore.org,"2025-08-14 20:51:25",adjusted
402,ae_outcome1_em_type_8,emeyerowit.montefiore.org,"2025-08-14 20:23:33",adjusted
402,ae_outcome1_em_type_v2,emeyerowit.montefiore.org,"2025-08-14 20:26:25",adjusted
402,ae_outcome1_unvax_y_5,emeyerowit.montefiore.org,"2025-08-14 20:44:08",adjusted
402,ae_outcome1_vax_y,emeyerowit.montefiore.org,"2025-08-14 20:00:13","Supplementary Table 3"
402,ae_outcome1_vax_y_6,emeyerowit.montefiore.org,"2025-08-14 20:46:44",males
402,ae_outcome1_vax_y_6_v2,emeyerowit.montefiore.org,"2025-08-14 20:50:49",males
402,date_end_month,flemi644,"2025-08-15 17:49:23","changed to November (Results -> vaccines received)"
405,epi_hospitalization_covid,flemi644,"2025-08-12 10:50:04","Note that I decided to exclude ED since data on whether those ended up being outpatient or hospitalized was not provided. Data pulled from Supp figure (table) 3"
405,epi_sample_covid,flemi644,"2025-08-12 10:51:17","ED visits excluded. See comment on hospitalization rate."
406,ve_adult_em,scottja.stanford.edu,"2025-08-15 02:00:24","The study reports VE for 18-49 and 50-64 year olds separately, but not for the combined 18-64 group."
406,ve_adult_em_ci,scottja.stanford.edu,"2025-08-15 02:00:50","The study reports the following separately:
VE for 18-49 years: 53% (95% CI, 34%-67%)
VE for 50-64 years: 47% (95% CI, 31%-60%)"
406,ve_adult_unvax_n,scottja.stanford.edu,"2025-08-15 01:59:54","(This is 1389 controls from the 18-49 group + 1748 from the 50-64 group)"
406,ve_adult_unvax_y,scottja.stanford.edu,"2025-08-15 02:00:07","(This is 364 vaccinated controls from the 18-49 group + 653 from the 50-64 group)"
406,ve_adult_vax_n,scottja.stanford.edu,"2025-08-15 01:59:31","(This is 314 cases from the 18-49 group + 351 cases from the 50-64 group)."
406,ve_adult_vax_y,scottja.stanford.edu,"2025-08-15 01:59:42","(This is 52 vaccinated cases from the 18-49 group + 96 from the 50-64 group)."
406,ve_vax_type,scottja.stanford.edu,"2025-08-15 01:55:14","data on the type of influenza vaccine received were not collected, precluding comparative effectiveness analyses by vaccine type"
407,epi_sample_covid,emeyerowit.montefiore.org,"2025-08-16 20:44:29","3080 BA.2.86 lineage (eg JN.1) and 4614 non-BA.2.76 lineage infections"
409,ae_outcome,stodd046,"2025-08-20 14:48:04","26 cases, not disaggregated by vaccine type."
409,ae_outcome_v2,stodd046,"2025-08-20 14:48:12","26 cases, not disaggregated by vaccine type."
409,domain_ae_inc_other_txt,stodd046,"2025-08-20 14:43:07","""Among the SAE reports, a total of 8,723 non-unique AEs and 1,907 unique AEs were identified. The most commonly reported AEs included death (N = (250)), dyspnoea (N = 115), and COVID-19 (N = 107)."""
410,rob_outcome_ae,ejholmes,"2025-08-29 15:28:27","Reports other AESIs (death, pregnancy (preterm birth))"
412,exclude,flemi644,"2025-08-13 10:44:45","no negative controls and only comparing to non-US licensed vaccines for AEs not of special interest. May consider excluding. Leaving for second reviewer opinion."
412,population,flemi644,"2025-08-13 10:34:34","All adults 18+"
414,population_other,flemi644,"2025-08-13 17:28:06","Note that VE is not disaggregated by 1-64 and 65+ even though some numbers are given. Not enough to calculate ve"
414,ve_adult_em_adj,flemi644,"2025-08-13 17:16:08","reported as ""similar to overall"""
414,ve_adult_em_adj_2,flemi644,"2025-08-13 17:22:20","only 7-59d post vaccine"
414,ve_elder_em_adj,flemi644,"2025-08-13 17:17:07","Reported as ""similar to overall"""
414,ve_elder_em_adj_2,flemi644,"2025-08-13 17:26:41","7-59d post-vaccine only"
416,ae_outcome,flemi644,"2025-08-15 11:00:56","Myocard and perar is pooled"
416,domain_ae_include_vax,stodd046,"2025-08-20 14:53:37","Other = ChAdOx1 nCoV-19"
417,nos_coh_3,ulric063,"2025-09-07 22:27:57","""have documentation of a previous nonsevere
COVID-19 infection"""
417,population,flemi644,"2025-08-15 15:32:55","Adults 60+ years"
417,ve_em_type,stodd046,"2025-08-20 15:13:23","IRR by wave is reported in the supplementary but uses wave 10 as the reference group."
417,ve_overall_em,flemi644,"2025-08-15 15:52:46","Hybrid vs VUPI"
417,ve_overall_em,flemi644,"2025-08-15 15:56:59","calculated using person-days at risk."
417,ve_overall_unvax_n,flemi644,"2025-08-15 15:55:03","# VUPI patients with severe disease"
417,ve_overall_vax_n,flemi644,"2025-08-15 15:54:46","# hybrid patients with severe disease"
417,ve_overall_vax_n,stodd046,"2025-08-20 15:11:50","For the total study period, not just wave 10 which spans into 2024. They have graphs depicting the disaggregated age and wave date but do not report the numbers."
418,ae_vax_type,flemi644,"2025-08-15 16:59:00","Extracting the pooled pfizer/moderna data due to lack incidence rate data"
