"id_redcap","id_covidence","article","virus","covid","rsv","flu","population","preg","infant","child","adult","elder","immunocomp","rob","study_design","published_year","journal","pmid","pmcid","doi","link","title"
339,"#12347","Jaffry 2023","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2023,"J Neuroophthalmol",37314860,,"10.1097/wno.0000000000001900","https://pubmed.ncbi.nlm.nih.gov/37314860","Optic Neuritis After COVID-19 Vaccination: An Analysis of the Vaccine Adverse Event Reporting System"
339,"#12347","Jaffry 2023","COVID",1,0,0,"Adult",0,0,1,1,1,0,"High","Observational - other",2023,"J Neuroophthalmol",37314860,,"10.1097/wno.0000000000001900","https://pubmed.ncbi.nlm.nih.gov/37314860","Optic Neuritis After COVID-19 Vaccination: An Analysis of the Vaccine Adverse Event Reporting System"
340,"#7139","Jain 2024","COVID",1,0,0,"Pediatric",0,0,1,1,0,0,"Low","Cohort",2024,"eClinicalMedicine",39290640,"PMC11406334","10.1016/j.eclinm.2024.102809","https://pmc.ncbi.nlm.nih.gov/articles/PMC11406334","Cardiac manifestations and outcomes of COVID-19 vaccine-associated myocarditis in the young in the USA: longitudinal results from the Myocarditis After COVID Vaccination (MACiV) multicenter study"
340,"#7139","Jain 2024","COVID",1,0,0,"Adult",0,0,1,1,0,0,"Low","Cohort",2024,"eClinicalMedicine",39290640,"PMC11406334","10.1016/j.eclinm.2024.102809","https://pmc.ncbi.nlm.nih.gov/articles/PMC11406334","Cardiac manifestations and outcomes of COVID-19 vaccine-associated myocarditis in the young in the USA: longitudinal results from the Myocarditis After COVID Vaccination (MACiV) multicenter study"
341,"#7142","Jajou 2024","COVID",1,0,0,"Pediatric",0,0,1,1,0,0,"Low","Cohort",2024,"Vaccine",39004527,,"10.1016/j.vaccine.2024.07.031","https://pubmed.ncbi.nlm.nih.gov/39004527","GP consultations for menstrual disorders after COVID-19 vaccination - A self-controlled cohort study based on routine healthcare data from the Netherlands"
341,"#7142","Jajou 2024","COVID",1,0,0,"Adult",0,0,1,1,0,0,"Low","Cohort",2024,"Vaccine",39004527,,"10.1016/j.vaccine.2024.07.031","https://pubmed.ncbi.nlm.nih.gov/39004527","GP consultations for menstrual disorders after COVID-19 vaccination - A self-controlled cohort study based on routine healthcare data from the Netherlands"
342,"#22192","Jajou 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"Low","Cohort",2025,"Br J Clin Pharmacol",40099868,"PMC12304821","10.1002/bcp.70045","https://pmc.ncbi.nlm.nih.gov/articles/PMC12304821","General practitioner consultation for postmenopausal bleeding after COVID-19 vaccination-a self-controlled cohort study"
343,"#7164","Jarrot 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"Hum Vaccin Immunother",38563792,"PMC10989707","10.1080/21645515.2024.2334084","https://pmc.ncbi.nlm.nih.gov/articles/PMC10989707","Polymyalgia rheumatica and giant cell arteritis following COVID-19 vaccination: Results from a nationwide survey"
345,"#15668","Jeong 2024","Influenza",0,0,1,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2024,"J Med Virol",38783823,,"10.1002/jmv.29682","https://pubmed.ncbi.nlm.nih.gov/38783823","Global and regional burden of vaccine-associated facial paralysis, 1967-2023: Findings from the WHO international pharmacovigilance database"
345,"#15668","Jeong 2024","Influenza",0,0,1,"Adult",0,0,1,1,1,0,"High","Observational - other",2024,"J Med Virol",38783823,,"10.1002/jmv.29682","https://pubmed.ncbi.nlm.nih.gov/38783823","Global and regional burden of vaccine-associated facial paralysis, 1967-2023: Findings from the WHO international pharmacovigilance database"
346,"#7190","Jeong 2024","Influenza",0,0,1,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2024,"Sci Rep",39427003,"PMC11490553","10.1038/s41598-024-74729-2","https://pmc.ncbi.nlm.nih.gov/articles/PMC11490553","Global burden of vaccine-associated Guillain-Barr syndrome over 170 countries from 1967 to 2023"
346,"#7190","Jeong 2024","Influenza",0,0,1,"Adult",0,0,1,1,1,0,"High","Observational - other",2024,"Sci Rep",39427003,"PMC11490553","10.1038/s41598-024-74729-2","https://pmc.ncbi.nlm.nih.gov/articles/PMC11490553","Global burden of vaccine-associated Guillain-Barr syndrome over 170 countries from 1967 to 2023"
347,"#1712","Jeong 2025","Influenza",0,0,1,"Pediatric",0,1,1,1,1,0,"High","Observational - other",2025,"Sci Rep",40247100,"PMC12006434","10.1038/s41598-025-98106-9","https://pmc.ncbi.nlm.nih.gov/articles/PMC12006434","Global and regional estimates of vaccine-associated herpes zoster and their related vaccines from 1969 to 2023"
347,"#1712","Jeong 2025","Influenza",0,0,1,"Adult",0,1,1,1,1,0,"High","Observational - other",2025,"Sci Rep",40247100,"PMC12006434","10.1038/s41598-025-98106-9","https://pmc.ncbi.nlm.nih.gov/articles/PMC12006434","Global and regional estimates of vaccine-associated herpes zoster and their related vaccines from 1969 to 2023"
348,"#22221","Jeong 2025","Influenza",0,0,1,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2025,"Eur J Clin Pharmacol",40478262,,"10.1007/s00228-025-03854-2","https://pubmed.ncbi.nlm.nih.gov/40478262","Global burden of vaccine-associated Raynaud's phenomenon, 1968-2024: A comprehensive analysis of the pharmacovigilance database"
348,"#22221","Jeong 2025","Influenza",0,0,1,"Adult",0,0,1,1,1,0,"High","Observational - other",2025,"Eur J Clin Pharmacol",40478262,,"10.1007/s00228-025-03854-2","https://pubmed.ncbi.nlm.nih.gov/40478262","Global burden of vaccine-associated Raynaud's phenomenon, 1968-2024: A comprehensive analysis of the pharmacovigilance database"
349,"#7191","Jeskowiak-Kossakowska 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"Journal of Clinical Medicine",39458123,"PMC11508506","10.3390/jcm13206173","https://pmc.ncbi.nlm.nih.gov/articles/PMC11508506","Impact of Comorbidities and Skin Diseases on Post-Vaccination Reactions: A Study on COVID-19 Vaccinations in Poland"
350,"#1735","Jiang 2025","Influenza",0,0,1,"Pediatric",0,0,1,0,0,0,"High","Case-control",2025,"Emerg Microbes Infect",40192342,"PMC12164376","10.1080/22221751.2025.2490531","https://pmc.ncbi.nlm.nih.gov/articles/PMC12164376","Influenza vaccine effectiveness among primary and secondary school students in Shenzhen during the 2023/24 influenza season"
352,"#1739","Jin Hsieh 2025","RSV",0,1,0,"Pregnant",1,0,0,0,0,0,"Low","Cohort",2025,"Am J Obstet Gynecol",40324666,"PMC12353535","10.1016/j.ajog.2025.04.067","https://pmc.ncbi.nlm.nih.gov/articles/PMC12353535","Investigation of Maternal Outcomes Following Respiratory Syncytial Virus Vaccination in the Third Trimester: Insights from a Real-World U.S. Electronic Health Records Database"
353,"#7241","Jirawattanadon 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"Clinical and Experimental Vaccine Research",39525675,"PMC11543796","10.7774/cevr.2024.13.4.309","https://pmc.ncbi.nlm.nih.gov/articles/PMC11543796","Clinical presentation, associated factors, and course of cutaneous reaction after the booster dose of COVID-19 vaccination"
354,"#11951","Jobe 2025","RSV",0,1,0,"Pediatric",0,0,1,1,1,0,"Low","Observational - other",2025,"MMWR Morb Mortal Wkly Rep",40179043,"PMC11970723","10.15585/mmwr.mm7411a1","https://pmc.ncbi.nlm.nih.gov/articles/PMC11970723","Human Metapneumovirus Seasonality and Co-Circulation with Respiratory Syncytial Virus - United States, 2014-2024"
354,"#11951","Jobe 2025","RSV",0,1,0,"Adult",0,0,1,1,1,0,"Low","Observational - other",2025,"MMWR Morb Mortal Wkly Rep",40179043,"PMC11970723","10.15585/mmwr.mm7411a1","https://pmc.ncbi.nlm.nih.gov/articles/PMC11970723","Human Metapneumovirus Seasonality and Co-Circulation with Respiratory Syncytial Virus - United States, 2014-2024"
356,"#7297","Jung 2024","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"Low","Cohort",2024,"Nat Commun",39039113,"PMC11263712","10.1038/s41467-024-50656-8","https://pmc.ncbi.nlm.nih.gov/articles/PMC11263712","Long-term risk of autoimmune diseases after mRNA-based SARS-CoV2 vaccination in a Korean, nationwide, population-based cohort study"
356,"#7297","Jung 2024","COVID",1,0,0,"Adult",0,0,1,1,1,0,"Low","Cohort",2024,"Nat Commun",39039113,"PMC11263712","10.1038/s41467-024-50656-8","https://pmc.ncbi.nlm.nih.gov/articles/PMC11263712","Long-term risk of autoimmune diseases after mRNA-based SARS-CoV2 vaccination in a Korean, nationwide, population-based cohort study"
357,"#7327","Kalin 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Cohort",2024,"J Autoimmun",39413503,,"10.1016/j.jaut.2024.103325","https://pubmed.ncbi.nlm.nih.gov/39413503","SARS-CoV-2 mRNA vaccines do not worsen autoimmunity in patients with autoimmune liver diseases"
360,"#15830","Kang 2024","COVID",1,0,1,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"Allergy Asthma Immunol Res",39622686,"PMC11621480","10.4168/aair.2024.16.6.613","https://pmc.ncbi.nlm.nih.gov/articles/PMC11621480","Global Burden of Vaccine-Associated Chronic Urticaria, 2010-2023: From the Global Pharmacovigilance Database"
360,"#15830","Kang 2024","Influenza",1,0,1,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"Allergy Asthma Immunol Res",39622686,"PMC11621480","10.4168/aair.2024.16.6.613","https://pmc.ncbi.nlm.nih.gov/articles/PMC11621480","Global Burden of Vaccine-Associated Chronic Urticaria, 2010-2023: From the Global Pharmacovigilance Database"
361,"#7370","Karam 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"BMC Public Health",39434043,"PMC11495130","10.1186/s12889-024-20297-z","https://pmc.ncbi.nlm.nih.gov/articles/PMC11495130","Serious adverse events following immunization with COVID-19 vaccines in Lebanon: a retrospective analysis of the National Pharmacovigilance Database"
362,"#7400","Katatbeh 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"Clinical and Experimental Vaccine Research",39144130,"PMC11319113","10.7774/cevr.2024.13.3.218","https://pmc.ncbi.nlm.nih.gov/articles/PMC11319113","Incidence of narcolepsy symptoms after taking COVID-19 vaccines: a Jordanian cross-sectional study"
363,"#22376","Kawai 2025","COVID",1,0,1,"Adult",0,0,0,1,1,0,"High","Cohort",2025,"J Infect Chemother",40456446,,"10.1016/j.jiac.2025.102728","https://pubmed.ncbi.nlm.nih.gov/40456446","Comparison of adverse reactions to COVID-19 XBB.1.5 and influenza vaccination in the 2023-24 Japanese influenza season"
363,"#22376","Kawai 2025","Influenza",1,0,1,"Adult",0,0,0,1,1,0,"High","Cohort",2025,"J Infect Chemother",40456446,,"10.1016/j.jiac.2025.102728","https://pubmed.ncbi.nlm.nih.gov/40456446","Comparison of adverse reactions to COVID-19 XBB.1.5 and influenza vaccination in the 2023-24 Japanese influenza season"
365,"#1849","Kern 2025","COVID",1,0,0,"Immunocomp",0,0,0,1,1,1,"Moderate","Observational - other",2025,"Vaccines",40006650,"PMC11860179","10.3390/vaccines13020103","https://pmc.ncbi.nlm.nih.gov/articles/PMC11860179","Leukocyte Count in Solid Organ Transplant Recipients After SARS-CoV-2 mRNA Vaccination and Infection"
366,"#7501","Kikuchi 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Cohort",2024,"Immunol Med",38189429,,"10.1080/25785826.2023.2300163","https://pubmed.ncbi.nlm.nih.gov/38189429","Risk of disease flares after SARS-CoV-2 mRNA vaccination in patients with systemic lupus erythematosus"
370,"#7521","Kim 2024","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"Low","Cohort",2024,"JAMA Ophthalmol",38662361,"PMC11046406","10.1001/jamaophthalmol.2024.0973","https://pmc.ncbi.nlm.nih.gov/articles/PMC11046406","COVID-19 Vaccine-Associated Uveitis in Patients With a History of Uveitis"
370,"#7521","Kim 2024","COVID",1,0,0,"Adult",0,0,1,1,1,0,"Low","Cohort",2024,"JAMA Ophthalmol",38662361,"PMC11046406","10.1001/jamaophthalmol.2024.0973","https://pmc.ncbi.nlm.nih.gov/articles/PMC11046406","COVID-19 Vaccine-Associated Uveitis in Patients With a History of Uveitis"
373,"#1896","Kim 2025","COVID",1,0,0,"Pediatric",1,1,0,0,0,0,"Low","Cohort",2025,"J Korean Med Sci",40329789,"PMC12056060","10.3346/jkms.2025.40.e63","https://pmc.ncbi.nlm.nih.gov/articles/PMC12056060","Maternal Exposures to COVID-19 Vaccine and Adverse Birth Outcomes: National Population Study in Korea"
373,"#1896","Kim 2025","COVID",1,0,0,"Pregnant",1,1,0,0,0,0,"Low","Cohort",2025,"J Korean Med Sci",40329789,"PMC12056060","10.3346/jkms.2025.40.e63","https://pmc.ncbi.nlm.nih.gov/articles/PMC12056060","Maternal Exposures to COVID-19 Vaccine and Adverse Birth Outcomes: National Population Study in Korea"
374,"#1913","Kim 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"Low","Cohort",2025,"Ophthalmic Epidemiol",39288331,,"10.1080/09286586.2024.2399345","https://pubmed.ncbi.nlm.nih.gov/39288331","Retinal Vascular Occlusions After COVID-19 Vaccination in South Korea: A Nation-Wide Population-Based Study"
376,"#7564","Kirwan 2024","COVID",1,0,0,"Adult",0,0,0,1,0,0,"Low","Cohort",2024,"J Infect",39343245,,"10.1016/j.jinf.2024.106293","https://pubmed.ncbi.nlm.nih.gov/39343245","Protection of vaccine boosters and prior infection against mild/asymptomatic and moderate COVID-19 infection in the UK SIREN healthcare worker cohort: October 2023 to March 2024"
377,"#1921","Kissling 2025","Influenza",0,0,1,"Pediatric",0,0,1,1,1,0,"High","Case-control",2025,"Euro Surveill",40511473,,"10.2807/1560-7917.Es.2025.30.23.2500011","https://pubmed.ncbi.nlm.nih.gov/40511473","Influenza vaccine effectiveness in Europe and the birth cohort effect against influenza A(H1N1)pdm09: VEBIS primary care multicentre study, 2023/24"
377,"#1921","Kissling 2025","Influenza",0,0,1,"Adult",0,0,1,1,1,0,"High","Case-control",2025,"Euro Surveill",40511473,,"10.2807/1560-7917.Es.2025.30.23.2500011","https://pubmed.ncbi.nlm.nih.gov/40511473","Influenza vaccine effectiveness in Europe and the birth cohort effect against influenza A(H1N1)pdm09: VEBIS primary care multicentre study, 2023/24"
378,"#1934","Ko 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"Low","Observational - other",2025,"Epidemiol Health",40340265,,"10.4178/epih.e2025024","https://pubmed.ncbi.nlm.nih.gov/40340265","Risk of new-onset seizures following immunization against COVID-19: a self-controlled case-series study"
379,"#1948","Konishi 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2025,"Hum Vaccin Immunother",40555671,,"10.1080/21645515.2025.2518646","https://pubmed.ncbi.nlm.nih.gov/40555671","Adverse reactions following first three doses of the BNT162b2 mRNA COVID-19 vaccine: A prospective cohort study on relationships with individual characteristics and previous experience of adverse reactions"
380,"#16179","Kumar 2024","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"Moderate","Observational - other",2024,"Ophthalmol Sci",38827031,"PMC11141252","10.1016/j.xops.2024.100474","https://pmc.ncbi.nlm.nih.gov/articles/PMC11141252","Risk of Recurrent Noninfectious Uveitis After Coronavirus Disease 2019 Vaccination in the United States"
380,"#16179","Kumar 2024","COVID",1,0,0,"Adult",0,0,1,1,1,0,"Moderate","Observational - other",2024,"Ophthalmol Sci",38827031,"PMC11141252","10.1016/j.xops.2024.100474","https://pmc.ncbi.nlm.nih.gov/articles/PMC11141252","Risk of Recurrent Noninfectious Uveitis After Coronavirus Disease 2019 Vaccination in the United States"
382,"#22585","Kwaah 2025","Influenza",0,0,1,"Pediatric",0,0,1,1,0,0,"High","Case-control",2025,"MSMR",40455969,"PMC12186818",,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12186818","Mid-season vaccine effectiveness estimates for influenza: the Department of Defense Global Respiratory Pathogen Surveillance Program, 2024-2025 season"
382,"#22585","Kwaah 2025","Influenza",0,0,1,"Adult",0,0,1,1,0,0,"High","Case-control",2025,"MSMR",40455969,"PMC12186818",,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12186818","Mid-season vaccine effectiveness estimates for influenza: the Department of Defense Global Respiratory Pathogen Surveillance Program, 2024-2025 season"
383,"#22595","Kyung 2025","COVID",1,0,1,"Pediatric",0,1,1,1,1,0,"High","Observational - other",2025,"Med Princ Pract",39369714,"PMC11805550","10.1159/000541797","https://pmc.ncbi.nlm.nih.gov/articles/PMC11805550","Global and Regional Burden of Vaccine-Associated Erythema Multiforme and Their Related Vaccines, 1967-2023: An In-Depth Analysis of the World Health Organization Pharmacovigilance Database"
383,"#22595","Kyung 2025","Influenza",1,0,1,"Pediatric",0,1,1,1,1,0,"High","Observational - other",2025,"Med Princ Pract",39369714,"PMC11805550","10.1159/000541797","https://pmc.ncbi.nlm.nih.gov/articles/PMC11805550","Global and Regional Burden of Vaccine-Associated Erythema Multiforme and Their Related Vaccines, 1967-2023: An In-Depth Analysis of the World Health Organization Pharmacovigilance Database"
383,"#22595","Kyung 2025","COVID",1,0,1,"Adult",0,1,1,1,1,0,"High","Observational - other",2025,"Med Princ Pract",39369714,"PMC11805550","10.1159/000541797","https://pmc.ncbi.nlm.nih.gov/articles/PMC11805550","Global and Regional Burden of Vaccine-Associated Erythema Multiforme and Their Related Vaccines, 1967-2023: An In-Depth Analysis of the World Health Organization Pharmacovigilance Database"
383,"#22595","Kyung 2025","Influenza",1,0,1,"Adult",0,1,1,1,1,0,"High","Observational - other",2025,"Med Princ Pract",39369714,"PMC11805550","10.1159/000541797","https://pmc.ncbi.nlm.nih.gov/articles/PMC11805550","Global and Regional Burden of Vaccine-Associated Erythema Multiforme and Their Related Vaccines, 1967-2023: An In-Depth Analysis of the World Health Organization Pharmacovigilance Database"
384,"#8197","Lopez-Contreras 2023","COVID",1,0,0,"Adult",0,0,0,1,0,0,"High","Observational - other",2023,"Cirugia y Cirujanos",,,"10.24875/CIRUE.M23000425","https://doi.org/10.24875/CIRUE.M23000425","Incidence and factors associated with early and late adverse reactions after the first dose of Pfizer-BioNTech vaccine among healthcare workers"
385,"#2252","Lopez de Las Huertas 2025","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2025,"Pharmaceuticals (Basel)",40430457,"PMC12114770","10.3390/ph18050636","https://pmc.ncbi.nlm.nih.gov/articles/PMC12114770","Disproportionality Analysis of the Five Most Widespread Neurological Effects of COVID-19 Vaccines from 2021 to 2023: Insights from EudraVigilance"
385,"#2252","Lopez de Las Huertas 2025","COVID",1,0,0,"Adult",0,0,1,1,1,0,"High","Observational - other",2025,"Pharmaceuticals (Basel)",40430457,"PMC12114770","10.3390/ph18050636","https://pmc.ncbi.nlm.nih.gov/articles/PMC12114770","Disproportionality Analysis of the Five Most Widespread Neurological Effects of COVID-19 Vaccines from 2021 to 2023: Insights from EudraVigilance"
386,"#7774","Lafleur 2024","COVID",1,0,0,"Adult",0,0,0,0,1,0,"High","Observational - other",2024,"Hum Vaccin Immunother",38953297,"PMC11221462","10.1080/21645515.2024.2368681","https://pmc.ncbi.nlm.nih.gov/articles/PMC11221462","Omission of alcohol skin cleansing and risk of adverse events in long-term care residents undergoing COVID-19 vaccination: A cohort study"
387,"#2023","Lambo 2025","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"High","Cohort",2025,"Infect Dis (Lond)",39226235,,"10.1080/23744235.2024.2399108","https://pubmed.ncbi.nlm.nih.gov/39226235","The descriptive epidemiology of adverse events following two doses of mRNA COVID-19 vaccination in Curaao, the Caribbean"
387,"#2023","Lambo 2025","COVID",1,0,0,"Adult",0,0,1,1,1,0,"High","Cohort",2025,"Infect Dis (Lond)",39226235,,"10.1080/23744235.2024.2399108","https://pubmed.ncbi.nlm.nih.gov/39226235","The descriptive epidemiology of adverse events following two doses of mRNA COVID-19 vaccination in Curaao, the Caribbean"
389,"#2033","Laniece Delaunay 2025","COVID",1,0,0,"Immunocomp",1,0,1,1,1,1,"Low","Case-control",2025,"Influenza Other Respir Viruses",40395132,"PMC12093050","10.1111/irv.70120","https://pmc.ncbi.nlm.nih.gov/articles/PMC12093050","COVID-19 Vaccine Effectiveness Against Medically Attended Symptomatic SARS-CoV-2 Infection Among Target Groups in Europe, October 2024-January 2025, VEBIS Primary Care Network"
390,"#22655","Lauring 2025","RSV",0,1,0,"Adult",0,0,0,1,1,0,"Moderate","Observational - other",2025,"Jama",40063039,"PMC12277020","10.1001/jama.2025.1225","https://pmc.ncbi.nlm.nih.gov/articles/PMC12277020","Genomic Characterization of RSV in the US by Vaccination Status"
391,"#2043","La Verriere 2025","RSV",0,1,0,"Pediatric",0,1,1,1,1,0,"Moderate","Observational - other",2025,"Open Forum Infectious Diseases",40567998,,"10.1093/ofid/ofaf334","https://pubmed.ncbi.nlm.nih.gov/40567998","Genomic Epidemiology of Respiratory Syncytial Virus in a New England Hospital System, 2024"
391,"#2043","La Verriere 2025","RSV",0,1,0,"Adult",0,1,1,1,1,0,"Moderate","Observational - other",2025,"Open Forum Infectious Diseases",40567998,,"10.1093/ofid/ofaf334","https://pubmed.ncbi.nlm.nih.gov/40567998","Genomic Epidemiology of Respiratory Syncytial Virus in a New England Hospital System, 2024"
392,"#7881","Lee 2023","COVID",1,0,0,"Pediatric",0,1,1,1,1,0,"High","Observational - other",2023,"BMJ Open Respir Res",38081769,"PMC10729117","10.1136/bmjresp-2023-001992","https://pmc.ncbi.nlm.nih.gov/articles/PMC10729117","Interstitial lung disease following COVID-19 vaccination: a disproportionality analysis using the Global Scale Pharmacovigilance Database (VigiBase)"
392,"#7881","Lee 2023","COVID",1,0,0,"Adult",0,1,1,1,1,0,"High","Observational - other",2023,"BMJ Open Respir Res",38081769,"PMC10729117","10.1136/bmjresp-2023-001992","https://pmc.ncbi.nlm.nih.gov/articles/PMC10729117","Interstitial lung disease following COVID-19 vaccination: a disproportionality analysis using the Global Scale Pharmacovigilance Database (VigiBase)"
393,"#7882","Lee 2024","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"Low","Cohort",2024,"Mayo Clin Proc",39093271,,"10.1016/j.mayocp.2024.03.026","https://pubmed.ncbi.nlm.nih.gov/39093271","COVID-19 Vaccination-Related Pericarditis: A Korean Nationwide Study"
393,"#7882","Lee 2024","COVID",1,0,0,"Adult",0,0,1,1,1,0,"Low","Cohort",2024,"Mayo Clin Proc",39093271,,"10.1016/j.mayocp.2024.03.026","https://pubmed.ncbi.nlm.nih.gov/39093271","COVID-19 Vaccination-Related Pericarditis: A Korean Nationwide Study"
394,"#16349","Lee 2024","COVID",1,0,0,"Pediatric",0,1,1,1,1,0,"High","Observational - other",2024,"Allergy",38071735,,"10.1111/all.15968","https://pubmed.ncbi.nlm.nih.gov/38071735","Global burden of vaccine-associated anaphylaxis and their related vaccines, 1967-2023: A comprehensive analysis of the international pharmacovigilance database"
394,"#16349","Lee 2024","COVID",1,0,0,"Adult",0,1,1,1,1,0,"High","Observational - other",2024,"Allergy",38071735,,"10.1111/all.15968","https://pubmed.ncbi.nlm.nih.gov/38071735","Global burden of vaccine-associated anaphylaxis and their related vaccines, 1967-2023: A comprehensive analysis of the international pharmacovigilance database"
396,"#2066","Lee 2025","COVID",1,0,1,"Pediatric",0,1,1,1,1,0,"High","Observational - other",2025,"J Med Virol",40454841,,"10.1002/jmv.70408","https://pubmed.ncbi.nlm.nih.gov/40454841","Global and Regional Burden of Vaccine-Associated Transverse Myelitis and Potentially Associated With Vaccines From 1967 to 2023: An Analysis of the International Pharmacovigilance Data"
396,"#2066","Lee 2025","Influenza",1,0,1,"Pediatric",0,1,1,1,1,0,"High","Observational - other",2025,"J Med Virol",40454841,,"10.1002/jmv.70408","https://pubmed.ncbi.nlm.nih.gov/40454841","Global and Regional Burden of Vaccine-Associated Transverse Myelitis and Potentially Associated With Vaccines From 1967 to 2023: An Analysis of the International Pharmacovigilance Data"
396,"#2066","Lee 2025","COVID",1,0,1,"Adult",0,1,1,1,1,0,"High","Observational - other",2025,"J Med Virol",40454841,,"10.1002/jmv.70408","https://pubmed.ncbi.nlm.nih.gov/40454841","Global and Regional Burden of Vaccine-Associated Transverse Myelitis and Potentially Associated With Vaccines From 1967 to 2023: An Analysis of the International Pharmacovigilance Data"
396,"#2066","Lee 2025","Influenza",1,0,1,"Adult",0,1,1,1,1,0,"High","Observational - other",2025,"J Med Virol",40454841,,"10.1002/jmv.70408","https://pubmed.ncbi.nlm.nih.gov/40454841","Global and Regional Burden of Vaccine-Associated Transverse Myelitis and Potentially Associated With Vaccines From 1967 to 2023: An Analysis of the International Pharmacovigilance Data"
398,"#2076","Lee 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"Low","Case-control",2025,"Vaccine",40424706,,"10.1016/j.vaccine.2025.127300","https://pubmed.ncbi.nlm.nih.gov/40424706","Limited durability of protection conferred by XBB.1.5 vaccines against omicron-associated severe outcomes among community-dwelling adults, Ontario, Canada"
399,"#2089","Lei 2025","Influenza",0,0,1,"Pediatric",0,0,1,1,1,0,"Low","Case-control",2025,"Hum Vaccin Immunother",39704470,,"10.1080/21645515.2024.2435156","https://pubmed.ncbi.nlm.nih.gov/39704470","Influenza vaccine effectiveness against medically-attended influenza infection in 2023/24 season in Hangzhou, China"
399,"#2089","Lei 2025","Influenza",0,0,1,"Adult",0,0,1,1,1,0,"Low","Case-control",2025,"Hum Vaccin Immunother",39704470,,"10.1080/21645515.2024.2435156","https://pubmed.ncbi.nlm.nih.gov/39704470","Influenza vaccine effectiveness against medically-attended influenza infection in 2023/24 season in Hangzhou, China"
400,"#7937","Leung 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Cohort",2024,"Vaccines",38932322,"PMC11209536","10.3390/vaccines12060593","https://pmc.ncbi.nlm.nih.gov/articles/PMC11209536","Risk of Seizure Aggravation after COVID-19 Vaccinations in Patients with Epilepsy"
401,"#7846","Le Vu 2023","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"Low","Observational - other",2023,"Neurology",37788935,,"10.1212/wnl.0000000000207847","https://pubmed.ncbi.nlm.nih.gov/37788935","Risk of Guillain-Barr Syndrome Following COVID-19 Vaccines: A Nationwide Self-Controlled Case Series Study"
401,"#7846","Le Vu 2023","COVID",1,0,0,"Adult",0,0,1,1,1,0,"Low","Observational - other",2023,"Neurology",37788935,,"10.1212/wnl.0000000000207847","https://pubmed.ncbi.nlm.nih.gov/37788935","Risk of Guillain-Barr Syndrome Following COVID-19 Vaccines: A Nationwide Self-Controlled Case Series Study"
402,"#7847","LeVu 2024","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"Low","Case-control",2024,"Nat Commun",39232036,"PMC11374778","10.1038/s41467-024-52038-6","https://pmc.ncbi.nlm.nih.gov/articles/PMC11374778","Influence of mRNA Covid-19 vaccine dosing interval on the risk of myocarditis"
402,"#7847","LeVu 2024","COVID",1,0,0,"Adult",0,0,1,1,1,0,"Low","Case-control",2024,"Nat Commun",39232036,"PMC11374778","10.1038/s41467-024-52038-6","https://pmc.ncbi.nlm.nih.gov/articles/PMC11374778","Influence of mRNA Covid-19 vaccine dosing interval on the risk of myocarditis"
403,"#7943","Levy 2024","COVID",1,0,0,"Pediatric",0,1,1,1,1,0,"Low","Observational - other",2024,"J Infect Dis",39028664,,"10.1093/infdis/jiae364","https://pubmed.ncbi.nlm.nih.gov/39028664","Reduced Likelihood of Hospitalization With the JN.1 or HV.1 Severe Acute Respiratory Syndrome Coronavirus 2 Variants Compared With the EG.5 Variant"
