"id_redcap","id_covidence","study_label","article","virus","population","outcome","study_design","rob","adjusted","estimate","lower","upper","country","us","study_setting","study_period","year_start","year_end","vax_product","age_group","days_since_vax","published_year","journal","pmid","pmcid","doi","link","title"
296,"#1265","Frutos 2025, VISION","Frutos 2025","Influenza","Adult","Medically-attended infection","Case-control","Low",1,56,53,58,"US",1,"Multi-center","2024-2025",2024,2025,"Other/combined",,,2025,"MMWR Morb Mortal Wkly Rep",40014791,"PMC11867582","10.15585/mmwr.mm7406a2","https://pmc.ncbi.nlm.nih.gov/articles/PMC11867582","Interim Estimates of 2024-2025 Seasonal Influenza Vaccine Effectiveness - Four Vaccine Effectiveness Networks, United States, October 2024-February 2025"
299,"#6372","Gào 2024","Gao 2024","Influenza","Adult","Medically-attended infection","Case-control","Low",1,46.7,37,55,"China",0,"Multi-center","2023-2024",2023,2024,"Other/combined",,,2024,"Open Forum Infectious Diseases",39220659,"PMC11365065","10.1093/ofid/ofae456","https://pmc.ncbi.nlm.nih.gov/articles/PMC11365065","Population-Based Influenza Vaccine Effectiveness Against Laboratory-Confirmed Influenza Infection in Southern China, 2023-2024 Season"
377,"#1921","Kissling 2025","Kissling 2025","Influenza","Adult","Medically-attended infection","Case-control","High",1,41,30,49,"Europe",0,"VEBIS network","2023-2024",2023,2024,"Other/combined",,,2025,"Euro Surveill",40511473,,"10.2807/1560-7917.Es.2025.30.23.2500011","https://pubmed.ncbi.nlm.nih.gov/40511473","Influenza vaccine effectiveness in Europe and the birth cohort effect against influenza A(H1N1)pdm09: VEBIS primary care multicentre study, 2023/24"
382,"#22585","Kwaah 2025","Kwaah 2025","Influenza","Adult","Medically-attended infection","Case-control","High",1,17,-35,49,"US",1,"Nationwide (military healthcare)","2024-2025",2024,2025,"Other/combined",,,2025,"MSMR",40455969,"PMC12186818",,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12186818","Mid-season vaccine effectiveness estimates for influenza: the Department of Defense Global Respiratory Pathogen Surveillance Program, 2024-2025 season"
434,"#8432","Marron 2024","Marron 2024","Influenza","Adult","Medically-attended infection","Case-control","Low",1,35,9,54,"Ireland",0,"Multi-center","2023-2024",2023,2024,"Other/combined",,,2024,"Influenza Other Respir Viruses",39623514,"PMC11611713","10.1111/irv.70023","https://pmc.ncbi.nlm.nih.gov/articles/PMC11611713","Influenza Vaccine Effectiveness Against Symptomatic Influenza in Primary Care: A Test Negative Case Control Study Over Two Influenza Seasons 2022/2023 and 2023/2024 in Ireland"
439,"#8492","Maurel 2024","Maurel 2024","Influenza","Adult","Medically-attended infection","Case-control","High",1,40,22,55,"Europe",0,"VEBIS network","2023-2024",2023,2024,"Other/combined",,,2024,"Euro Surveill",38390651,,"10.2807/1560-7917.Es.2024.29.8.2400089","https://pubmed.ncbi.nlm.nih.gov/38390651","Interim 2023/24 influenza A vaccine effectiveness: VEBIS European primary care and hospital multicentre studies, September 2023 to January 2024"
512,"#3168","Rose 2025, Denmark","Rose 2025","Influenza","Adult","Medically-attended infection","Case-control","High",1,52,44,58,"England, Northern Ireland, Scotland, Denmark",0,"Multi-center","2024-2025",2024,2025,"Other/combined",,,2025,"Euro Surveill",39980423,,"10.2807/1560-7917.Es.2025.30.7.2500102","https://pubmed.ncbi.nlm.nih.gov/39980423","Interim 2024/25 influenza vaccine effectiveness: eight European studies, September 2024 to January 2025"
512,"#3168","Rose 2025, EU","Rose 2025","Influenza","Adult","Medically-attended infection","Case-control","High",1,42,21,58,"England, Northern Ireland, Scotland, Denmark",0,"Multi-center","2024-2025",2024,2025,"Other/combined",,,2025,"Euro Surveill",39980423,,"10.2807/1560-7917.Es.2025.30.7.2500102","https://pubmed.ncbi.nlm.nih.gov/39980423","Interim 2024/25 influenza vaccine effectiveness: eight European studies, September 2024 to January 2025"
512,"#3168","Rose 2025, England","Rose 2025","Influenza","Adult","Medically-attended infection","Case-control","High",1,47,36,56,"England, Northern Ireland, Scotland, Denmark",0,"Multi-center","2024-2025",2024,2025,"Other/combined",,,2025,"Euro Surveill",39980423,,"10.2807/1560-7917.Es.2025.30.7.2500102","https://pubmed.ncbi.nlm.nih.gov/39980423","Interim 2024/25 influenza vaccine effectiveness: eight European studies, September 2024 to January 2025"
541,"#10228","Skowronski 2024","Skowronski 2024","Influenza","Adult","Medically-attended infection","Case-control","Low",1,54,38,66,"Canada",0,"Sentinel Practitioner Surveillance Network","2023-2024",2023,2024,"Mixed",,,2024,"Euro Surveill",38362622,,"10.2807/1560-7917.Es.2024.29.7.2400076","https://pubmed.ncbi.nlm.nih.gov/38362622","2023/24 mid-season influenza and Omicron XBB.1.5 vaccine effectiveness estimates from the Canadian Sentinel Practitioner Surveillance Network (SPSN)"
544,"#10254","Smolarchuk 2024","Smolarchuk 2024","Influenza","Adult","Medically-attended infection","Case-control","Low",1,62,57,67,"Canada",0,,"2023-2023",2023,2023,"Mixed",,,2024,"Euro Surveill",38214082,,"10.2807/1560-7917.Es.2024.29.2.2300709","https://pubmed.ncbi.nlm.nih.gov/38214082","Early influenza vaccine effectiveness estimates using routinely collected data, Alberta, Canada, 2023/24 season"
585,"#19530","Whitaker 2024, GB-PC","Whitaker 2024","Influenza","Adult","Medically-attended infection","Case-control","Moderate",1,55,43,65,"England, Scotland, Wales",0,"Multi-center","2023-2024",2023,2024,"Mixed",,,2024,"Influenza Other Respir Viruses",38773753,"PMC11109477","10.1111/irv.13284","https://pmc.ncbi.nlm.nih.gov/articles/PMC11109477","Interim 2023/2024 Season Influenza Vaccine Effectiveness in Primary and Secondary Care in the United Kingdom"
585,"#19530","Whitaker 2024, EN-H","Whitaker 2024","Influenza","Adult","Medically-attended infection","Case-control","Moderate",1,36,20,49,"England, Scotland, Wales",0,"Multi-center","2023-2024",2023,2024,"Mixed",,,2024,"Influenza Other Respir Viruses",38773753,"PMC11109477","10.1111/irv.13284","https://pmc.ncbi.nlm.nih.gov/articles/PMC11109477","Interim 2023/2024 Season Influenza Vaccine Effectiveness in Primary and Secondary Care in the United Kingdom"
585,"#19530","Whitaker 2024, SC-H","Whitaker 2024","Influenza","Adult","Medically-attended infection","Case-control","Moderate",1,51,40,59,"England, Scotland, Wales",0,"Multi-center","2023-2024",2023,2024,"Mixed",,,2024,"Influenza Other Respir Viruses",38773753,"PMC11109477","10.1111/irv.13284","https://pmc.ncbi.nlm.nih.gov/articles/PMC11109477","Interim 2023/2024 Season Influenza Vaccine Effectiveness in Primary and Secondary Care in the United Kingdom"
615,"#4195","Zhang 2025","Zhang 2025","Influenza","Adult","Medically-attended infection","Case-control","Moderate",1,72.4,57.34,82.11,"China",0,"Multi-center","2023-2024",2023,2024,"Mixed",,,2025,"Vaccine",39731809,,"10.1016/j.vaccine.2024.126662","https://pubmed.ncbi.nlm.nih.gov/39731809","Moderate effectiveness of influenza vaccine in outpatient settings: A test-negative study in Beijing, China, 2023/24 season"
399,"#2089","Lei 2025","Lei 2025","Influenza","Adult","Medically-attended infection","Case-control","Low",1,52,43,58,"China",0,"Multi-center","2023-2024",2023,2024,"Mixed",,,2025,"Hum Vaccin Immunother",39704470,,"10.1080/21645515.2024.2435156","https://pubmed.ncbi.nlm.nih.gov/39704470","Influenza vaccine effectiveness against medically-attended influenza infection in 2023/24 season in Hangzhou, China"
631,"#39260","Reeves 2025","Reeves 2025","Influenza","Adult","Medically-attended infection","Case-control","Low",1,54,51,56,"US",1,"Multi-center","2023-2024",2023,2024,"Mixed",,,2025,"Vaccine",40660660,"PMC12305427","10.1016/j.vaccine.2025.127483","https://pmc.ncbi.nlm.nih.gov/articles/PMC12305427","Effectiveness of 2023-2024 seasonal influenza vaccine against influenza-associated emergency department and urgent care encounters among pregnant and non-pregnant women of reproductive age"
632,"#39262","Nguyen 2025","Nguyen 2025","Influenza","Adult","Medically-attended infection","Case-control","Low",1,50,29,65,"US",1,"Multi-center","2023-2024",2023,2024,"Mixed",,,2025,"J Pediatric Infect Dis Soc",40736196,"PMC12392406","10.1093/jpids/piaf069","https://pmc.ncbi.nlm.nih.gov/articles/PMC12392406","Effectiveness of cell culture-based influenza vaccine, 2023-2024"
445,"#8593","Mi 2024","Mi 2024","Influenza","Adult","Medically-attended infection","Case-control","Moderate",1,60,26,79,"China",0,"Multi-center","2024-2024",2024,2024,"Not stated",,,2024,"Hum Vaccin Immunother",39208849,"PMC11364069","10.1080/21645515.2024.2394255","https://pmc.ncbi.nlm.nih.gov/articles/PMC11364069","Real-world effectiveness of influenza vaccine against medical-attended influenza infection during 2023/24 season in Ili Kazakh Autonomous Prefecture, China: A test-negative, case-control study"
166,"#24","Abou Chakra 2025","Abou Chakra 2025","Influenza","Adult","Medically-attended infection","Case-control","Low",1,52.87,48.63,56.82,"France",0,"Multi-center","2023-2024",2023,2024,"IIV",,,2025,"Emerg Microbes Infect",40071892,"PMC11980197","10.1080/22221751.2025.2466699","https://pmc.ncbi.nlm.nih.gov/articles/PMC11980197","Vaccine effectiveness dynamics against influenza and SARS-CoV-2 in community-tested patients in France 2023-2024"
549,"#3602","Sun 2025","Sun 2025","Influenza","Adult","Medically-attended infection","Case-control","Moderate",1,83.9,64.1,94,"China",0,,"2024-2025",2024,2025,"IIV",,,2025,"Euro Surveill",39980425,,"10.2807/1560-7917.Es.2025.30.7.2500084","https://pubmed.ncbi.nlm.nih.gov/39980425","Early vaccine effectiveness estimates against medically attended laboratory-confirmed influenza based on influenza surveillance, Beijing, China, 2024/25 season"
248,"#5489","Choi 2024","Choi 2024","Influenza","Elder","Medically-attended infection","Case-control","High",1,17.4,-17.1,41.8,"South Korea",0,"Multi-center","2023-2023",2023,2023,"Mixed",,,2024,"J Korean Med Sci",38651226,"PMC11035711","10.3346/jkms.2024.39.e146","https://pmc.ncbi.nlm.nih.gov/articles/PMC11035711","Interim Estimates of 2023-2024 Seasonal Influenza Vaccine Effectiveness Among Adults in Korea"
295,"#6300","Frutos 2024, Flu VE","Frutos 2024","Influenza","Elder","Medically-attended infection","Case-control","Low",1,51,14,72,"US",1,"Multi-center","2023-2024",2023,2024,"Mixed",,,2024,"MMWR Morb Mortal Wkly Rep",38421935,"PMC10907036","10.15585/mmwr.mm7308a3","https://pmc.ncbi.nlm.nih.gov/articles/PMC10907036","Interim Estimates of 2023-24 Seasonal Influenza Vaccine Effectiveness - United States"
295,"#6300","Frutos 2024, VISION","Frutos 2024","Influenza","Elder","Medically-attended infection","Case-control","Low",1,41,36,45,"US",1,"Multi-center","2023-2024",2023,2024,"Mixed",,,2024,"MMWR Morb Mortal Wkly Rep",38421935,"PMC10907036","10.15585/mmwr.mm7308a3","https://pmc.ncbi.nlm.nih.gov/articles/PMC10907036","Interim Estimates of 2023-24 Seasonal Influenza Vaccine Effectiveness - United States"
296,"#1265","Frutos 2025, Flu VE","Frutos 2025","Influenza","Elder","Medically-attended infection","Case-control","Low",1,18,-69,60,"US",1,"Multi-center","2024-2025",2024,2025,"Mixed",,,2025,"MMWR Morb Mortal Wkly Rep",40014791,"PMC11867582","10.15585/mmwr.mm7406a2","https://pmc.ncbi.nlm.nih.gov/articles/PMC11867582","Interim Estimates of 2024-2025 Seasonal Influenza Vaccine Effectiveness - Four Vaccine Effectiveness Networks, United States, October 2024-February 2025"
296,"#1265","Frutos 2025, VISION","Frutos 2025","Influenza","Elder","Medically-attended infection","Case-control","Low",1,51,47,54,"US",1,"Multi-center","2024-2025",2024,2025,"Mixed",,,2025,"MMWR Morb Mortal Wkly Rep",40014791,"PMC11867582","10.15585/mmwr.mm7406a2","https://pmc.ncbi.nlm.nih.gov/articles/PMC11867582","Interim Estimates of 2024-2025 Seasonal Influenza Vaccine Effectiveness - Four Vaccine Effectiveness Networks, United States, October 2024-February 2025"
299,"#6372","Gào 2024","Gao 2024","Influenza","Elder","Medically-attended infection","Case-control","Low",1,46.1,33.7,48.7,"China",0,"Multi-center","2023-2024",2023,2024,"Mixed",,,2024,"Open Forum Infectious Diseases",39220659,"PMC11365065","10.1093/ofid/ofae456","https://pmc.ncbi.nlm.nih.gov/articles/PMC11365065","Population-Based Influenza Vaccine Effectiveness Against Laboratory-Confirmed Influenza Infection in Southern China, 2023-2024 Season"
377,"#1921","Kissling 2025","Kissling 2025","Influenza","Elder","Medically-attended infection","Case-control","High",1,49,35,60,"Europe",0,"VEBIS network","2023-2024",2023,2024,"Mixed",,,2025,"Euro Surveill",40511473,,"10.2807/1560-7917.Es.2025.30.23.2500011","https://pubmed.ncbi.nlm.nih.gov/40511473","Influenza vaccine effectiveness in Europe and the birth cohort effect against influenza A(H1N1)pdm09: VEBIS primary care multicentre study, 2023/24"
399,"#2089","Lei 2025","Lei 2025","Influenza","Elder","Medically-attended infection","Case-control","Low",1,25,4,41,"China",0,"Multi-center","2023-2024",2023,2024,"Mixed",,,2025,"Hum Vaccin Immunother",39704470,,"10.1080/21645515.2024.2435156","https://pubmed.ncbi.nlm.nih.gov/39704470","Influenza vaccine effectiveness against medically-attended influenza infection in 2023/24 season in Hangzhou, China"
434,"#8432","Marron 2024","Marron 2024","Influenza","Elder","Medically-attended infection","Case-control","Low",1,16,-83,60,"Ireland",0,"Multi-center","2023-2024",2023,2024,"Mixed",,,2024,"Influenza Other Respir Viruses",39623514,"PMC11611713","10.1111/irv.70023","https://pmc.ncbi.nlm.nih.gov/articles/PMC11611713","Influenza Vaccine Effectiveness Against Symptomatic Influenza in Primary Care: A Test Negative Case Control Study Over Two Influenza Seasons 2022/2023 and 2023/2024 in Ireland"
439,"#8492","Maurel 2024","Maurel 2024","Influenza","Elder","Medically-attended infection","Case-control","High",1,45,22,62,"Europe",0,"VEBIS network","2023-2024",2023,2024,"Mixed",,,2024,"Euro Surveill",38390651,,"10.2807/1560-7917.Es.2024.29.8.2400089","https://pubmed.ncbi.nlm.nih.gov/38390651","Interim 2023/24 influenza A vaccine effectiveness: VEBIS European primary care and hospital multicentre studies, September 2023 to January 2024"
512,"#3168","Rose 2025, Denmark","Rose 2025","Influenza","Elder","Medically-attended infection","Case-control","High",1,55,44,64,"England, Northern Ireland, Scotland, Denmark",0,"Multi-center","2024-2025",2024,2025,"Mixed",,,2025,"Euro Surveill",39980423,,"10.2807/1560-7917.Es.2025.30.7.2500102","https://pubmed.ncbi.nlm.nih.gov/39980423","Interim 2024/25 influenza vaccine effectiveness: eight European studies, September 2024 to January 2025"
512,"#3168","Rose 2025, EU","Rose 2025","Influenza","Elder","Medically-attended infection","Case-control","High",1,0,-54,34,"England, Northern Ireland, Scotland, Denmark",0,"Multi-center","2024-2025",2024,2025,"Mixed",,,2025,"Euro Surveill",39980423,,"10.2807/1560-7917.Es.2025.30.7.2500102","https://pubmed.ncbi.nlm.nih.gov/39980423","Interim 2024/25 influenza vaccine effectiveness: eight European studies, September 2024 to January 2025"
512,"#3168","Rose 2025, England","Rose 2025","Influenza","Elder","Medically-attended infection","Case-control","High",1,38,18,53,"England, Northern Ireland, Scotland, Denmark",0,"Multi-center","2024-2025",2024,2025,"Mixed",,,2025,"Euro Surveill",39980423,,"10.2807/1560-7917.Es.2025.30.7.2500102","https://pubmed.ncbi.nlm.nih.gov/39980423","Interim 2024/25 influenza vaccine effectiveness: eight European studies, September 2024 to January 2025"
541,"#10228","Skowronski 2024","Skowronski 2024","Influenza","Elder","Medically-attended infection","Case-control","Low",1,70,48,83,"Canada",0,"Sentinel Practitioner Surveillance Network","2023-2024",2023,2024,"Mixed",,,2024,"Euro Surveill",38362622,,"10.2807/1560-7917.Es.2024.29.7.2400076","https://pubmed.ncbi.nlm.nih.gov/38362622","2023/24 mid-season influenza and Omicron XBB.1.5 vaccine effectiveness estimates from the Canadian Sentinel Practitioner Surveillance Network (SPSN)"
544,"#10254","Smolarchuk 2024","Smolarchuk 2024","Influenza","Elder","Medically-attended infection","Case-control","Low",1,57,52,61,"Canada",0,,"2023-2023",2023,2023,"Mixed",,,2024,"Euro Surveill",38214082,,"10.2807/1560-7917.Es.2024.29.2.2300709","https://pubmed.ncbi.nlm.nih.gov/38214082","Early influenza vaccine effectiveness estimates using routinely collected data, Alberta, Canada, 2023/24 season"
585,"#19530","Whitaker 2024, GB-PC","Whitaker 2024","Influenza","Elder","Medically-attended infection","Case-control","Moderate",1,55,32,70,"England, Scotland, Wales",0,"Multi-center","2023-2024",2023,2024,"Mixed",,,2024,"Influenza Other Respir Viruses",38773753,"PMC11109477","10.1111/irv.13284","https://pmc.ncbi.nlm.nih.gov/articles/PMC11109477","Interim 2023/2024 Season Influenza Vaccine Effectiveness in Primary and Secondary Care in the United Kingdom"
585,"#19530","Whitaker 2024, EN-H","Whitaker 2024","Influenza","Elder","Medically-attended infection","Case-control","Moderate",1,40,29,50,"England, Scotland, Wales",0,"Multi-center","2023-2024",2023,2024,"Mixed",,,2024,"Influenza Other Respir Viruses",38773753,"PMC11109477","10.1111/irv.13284","https://pmc.ncbi.nlm.nih.gov/articles/PMC11109477","Interim 2023/2024 Season Influenza Vaccine Effectiveness in Primary and Secondary Care in the United Kingdom"
585,"#19530","Whitaker 2024, SC-H","Whitaker 2024","Influenza","Elder","Medically-attended infection","Case-control","Moderate",1,53,44,61,"England, Scotland, Wales",0,"Multi-center","2023-2024",2023,2024,"Mixed",,,2024,"Influenza Other Respir Viruses",38773753,"PMC11109477","10.1111/irv.13284","https://pmc.ncbi.nlm.nih.gov/articles/PMC11109477","Interim 2023/2024 Season Influenza Vaccine Effectiveness in Primary and Secondary Care in the United Kingdom"
618,"#25499","Zhu 2025, B","Zhu 2025","Influenza","Elder","Medically-attended infection","Case-control","Low",1,26,24,29,"US",1,"Population-based","2023-2024",2023,2024,"Mixed",,,2025,"J Infect Dis",40359401,"PMC12353657","10.1093/infdis/jiaf248","https://pmc.ncbi.nlm.nih.gov/articles/PMC12353657","Estimating Influenza Vaccine Effectiveness Against Laboratory-Confirmed Influenza Using Linked Public Health Information Systems, California, 2023-2024 Season"
102,"#19044","Tenforde 2024","Tenforde 2024","Influenza","Elder","Medically-attended infection","Case-control","Low",1,37,34,40,"US",1,"Multi-center","2023-2024",2023,2024,"IIV",,,2024,"Clin Infect Dis",39656838,"PMC12287760","10.1093/cid/ciae597","https://pmc.ncbi.nlm.nih.gov/articles/PMC12287760","Influenza vaccine effectiveness against hospitalizations and emergency department or urgent care encounters for children, adolescents, and adults during the 2023-2024 season, United States"
166,"#24","AbouChakra 2025","Abou Chakra 2025","Influenza","Elder","Medically-attended infection","Case-control","Low",1,42.01,36.64,46.94,"France",0,"Multi-center","2023-2024",2023,2024,"IIV",,,2025,"Emerg Microbes Infect",40071892,"PMC11980197","10.1080/22221751.2025.2466699","https://pmc.ncbi.nlm.nih.gov/articles/PMC11980197","Vaccine effectiveness dynamics against influenza and SARS-CoV-2 in community-tested patients in France 2023-2024"
255,"#5595","Costantino 2024","Costantino 2024","Influenza","Elder","Medically-attended infection","Case-control","Low",1,52.7,-38,83.8,"Italy",0,"RespiVirNet network","2023-2024",2023,2024,"IIV",,,2024,"Vaccines",38543939,"PMC10976042","10.3390/vaccines12030305","https://pmc.ncbi.nlm.nih.gov/articles/PMC10976042","Mid-Term Estimates of Influenza Vaccine Effectiveness against the A(H1N1)pdm09 Prevalent Circulating Subtype in the 2023/24 Season: Data from the Sicilian RespiVirNet Surveillance System"
276,"#1107","Emborg 2025","Emborg 2025","Influenza","Elder","Medically-attended infection","Case-control","Low",1,31,17,42,"Denmark",0,"Nationwide","2024-2025",2024,2025,"IIV",,,2025,"Euro Surveill",40156348,,"10.2807/1560-7917.Es.2025.30.12.2500174","https://pubmed.ncbi.nlm.nih.gov/40156348","Enhanced influenza vaccines impact effectiveness in individuals aged 65 years and older, Denmark, 2024/25 influenza season up to 4 March 2025"
250,"#784","Choi 2025","Choi 2025","Influenza","Elder","Medically-attended infection","Case-control","Moderate",1,13.5,-17.9,36.6,"South Korea",0,"Multi-center","2023-2024",2023,2024,"IIV",,,2025,"Vaccines",40006743,"PMC11861641","10.3390/vaccines13020197","https://pmc.ncbi.nlm.nih.gov/articles/PMC11861641","Early and Late Influenza Vaccine Effectiveness in South Korea During the 20232024 Season"
253,"#21056","Chung 2025","Chung 2025","Influenza","Elder","Medically-attended infection","Case-control","Low",1,37,5,58,"US",1,"Flu VE Network","2023-2024",2023,2024,"IIV",,,2025,"Clin Infect Dis",39761230,"PMC12287938","10.1093/cid/ciae658","https://pmc.ncbi.nlm.nih.gov/articles/PMC12287938","Influenza vaccine effectiveness against medically attended outpatient illness, United States, 2023-24 season"
617,"#11574","Zhu 2024","Zhu 2024","Influenza","Elder","Medically-attended infection","Case-control","Moderate",1,30,27,33,"US",1,"Multi-center","2023-2024",2023,2024,"IIV",,,2024,"MMWR Morb Mortal Wkly Rep",38421946,"PMC10907038","10.15585/mmwr.mm7308a4","https://pmc.ncbi.nlm.nih.gov/articles/PMC10907038","Interim Influenza Vaccine Effectiveness Against Laboratory-Confirmed Influenza - California, October 2023-January 2024"
399,"#2089","Lei 2025","Lei 2025","Influenza","Adult/Elder","Medically-attended infection","Case-control","Low",1,75,59,85,"China",0,"Multi-center","2023-2024",2023,2024,"Mixed",,,2025,"Hum Vaccin Immunother",39704470,,"10.1080/21645515.2024.2435156","https://pubmed.ncbi.nlm.nih.gov/39704470","Influenza vaccine effectiveness against medically-attended influenza infection in 2023/24 season in Hangzhou, China"
248,"#5489","Erdwiens 2025","Choi 2024","Influenza","Adult/Elder","Medically-attended infection","Case-control","High",1,35,-31,68,"South Korea",0,"Multi-center","2023-2023",2023,2023,"Mixed",,,2024,"J Korean Med Sci",38651226,"PMC11035711","10.3346/jkms.2024.39.e146","https://pmc.ncbi.nlm.nih.gov/articles/PMC11035711","Interim Estimates of 2023-2024 Seasonal Influenza Vaccine Effectiveness Among Adults in Korea"
295,"#6300","Frutos 2024, Flu VE","Frutos 2024","Influenza","Adult/Elder","Medically-attended infection","Case-control","Low",1,33,16,47,"US",1,"Multi-center","2023-2024",2023,2024,"Mixed",,,2024,"MMWR Morb Mortal Wkly Rep",38421935,"PMC10907036","10.15585/mmwr.mm7308a3","https://pmc.ncbi.nlm.nih.gov/articles/PMC10907036","Interim Estimates of 2023-24 Seasonal Influenza Vaccine Effectiveness - United States"
295,"#6300","Frutos 2024, VISION","Frutos 2024","Influenza","Adult/Elder","Medically-attended infection","Case-control","Low",1,49,47,51,"US",1,"Multi-center","2023-2024",2023,2024,"Mixed",,,2024,"MMWR Morb Mortal Wkly Rep",38421935,"PMC10907036","10.15585/mmwr.mm7308a3","https://pmc.ncbi.nlm.nih.gov/articles/PMC10907036","Interim Estimates of 2023-24 Seasonal Influenza Vaccine Effectiveness - United States"
615,"#4195","Zhang 2025","Zhang 2025","Influenza","Adult/Elder","Medically-attended infection","Case-control","Moderate",1,49.7,17.7,69.3,"China",0,"Multi-center","2023-2024",2023,2024,"Mixed",,,2025,"Vaccine",39731809,,"10.1016/j.vaccine.2024.126662","https://pubmed.ncbi.nlm.nih.gov/39731809","Moderate effectiveness of influenza vaccine in outpatient settings: A test-negative study in Beijing, China, 2023/24 season"
549,"#3602","Sun 2025","Sun 2025","Influenza","Adult/Elder","Medically-attended infection","Case-control","Moderate",1,52.9,7.6,76.8,"China",0,,"2024-2025",2024,2025,"Mixed",,,2025,"Euro Surveill",39980425,,"10.2807/1560-7917.Es.2025.30.7.2500084","https://pubmed.ncbi.nlm.nih.gov/39980425","Early vaccine effectiveness estimates against medically attended laboratory-confirmed influenza based on influenza surveillance, Beijing, China, 2024/25 season"
613,"#11414","Zeno 2024","Zeno 2024","Influenza","Adult/Elder","Medically-attended infection","Case-control","Low",1,31,18,42,"South America",0,"REVELAC-i network","2024-2024",2024,2024,"Mixed",,,2024,"MMWR Morb Mortal Wkly Rep",39361525,"PMC11449270","10.15585/mmwr.mm7339a1","https://pmc.ncbi.nlm.nih.gov/articles/PMC11449270","Interim Effectiveness Estimates of 2024 Southern Hemisphere Influenza Vaccines in Preventing Influenza-Associated Hospitalization - REVELAC-i Network, Five South American Countries, March-July 2024"
